id,threads,time,n,O3,OpenMP,source
gemmc0uff27yttajrcq2,7,0.024174,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023314,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023982,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.022639,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.024454,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023487,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023785,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023164,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023926,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.024107,513,1,0,gemm
gemmc0uff27yttajrcq2,8,0.023521,513,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020587,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020828,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020929,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020489,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020942,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.021497,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020984,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020822,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020427,512,1,0,gemm
gemmrspwz8lqk452ynzi,1,0.020595,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.021511,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020354,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.021397,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020652,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020226,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020763,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020137,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020935,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.020575,512,1,0,gemm
gemmrspwz8lqk452ynzi,2,0.021059,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.0212,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.021489,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.020745,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.020357,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.021231,512,1,0,gemm
